"NfL_mean","NfL_sd","NfL_median","NfL_IQR","GFAP_mean","GFAP_sd","GFAP_median","GFAP_IQR","AB42_40_mean","AB42_40_sd","AB42_40_median","AB42_40_IQR","pTau_mean","pTau_sd","pTau_median","pTau_IQR"
24.3067208316084,30.1667653513108,17.2,16.8953899608076,103.103996010465,74.8735420922098,82.5,76.03368895,0.0662023637973396,0.0229142105425305,0.0646870209120332,0.0163322528374091,2.07968903096555,2.32517624314691,1.52670827211247,1.35141287408987
