"Latent_Dim","Final_Loss","Final_Val_Loss"
2,0.137798488140106,0.164384439587593
3,0.02826838940382,0.0277004837989807
4,0.00120245420839638,0.00128308904822916
5,0.000917851459234953,0.000783056952059269
